date,open,high,low,close,volume
2025-11-11 09:15:00+05:30,1799.1,1801.0,1795.9,1797.9,2176
2025-11-11 09:16:00+05:30,1797.9,1799.1,1797.7,1798.3,1003
2025-11-11 09:17:00+05:30,1797.3,1798.7,1797.2,1798.2,456
2025-11-11 09:18:00+05:30,1798.2,1798.2,1797.2,1797.2,42
2025-11-11 09:19:00+05:30,1797.2,1797.2,1791.2,1792.1,764
2025-11-11 09:20:00+05:30,1792.1,1793.8,1792.1,1792.8,229
2025-11-11 09:21:00+05:30,1792.3,1793.1,1792.0,1793.1,1319
2025-11-11 09:22:00+05:30,1793.1,1793.4,1793.1,1793.3,9
2025-11-11 09:23:00+05:30,1793.3,1794.4,1793.1,1794.4,104
2025-11-11 09:24:00+05:30,1794.4,1794.5,1793.8,1794.0,441
2025-11-11 09:25:00+05:30,1794.0,1795.6,1793.8,1795.6,362
2025-11-11 09:26:00+05:30,1795.6,1795.6,1793.2,1793.2,144
2025-11-11 09:27:00+05:30,1793.3,1793.3,1791.7,1791.7,203
2025-11-11 09:28:00+05:30,1791.7,1791.7,1791.0,1791.7,31
2025-11-11 09:29:00+05:30,1790.7,1791.6,1790.6,1791.6,930
2025-11-11 09:30:00+05:30,1791.6,1791.6,1791.6,1791.6,13
2025-11-11 09:31:00+05:30,1791.6,1791.8,1791.0,1791.8,31
2025-11-11 09:32:00+05:30,1791.8,1791.8,1791.0,1791.0,182
2025-11-11 09:33:00+05:30,1791.0,1791.0,1790.2,1791.0,315
2025-11-11 09:34:00+05:30,1791.0,1791.7,1791.0,1791.3,3
2025-11-11 09:35:00+05:30,1791.3,1791.4,1790.7,1791.4,27
2025-11-11 09:36:00+05:30,1791.4,1791.4,1789.5,1789.7,1404
2025-11-11 09:37:00+05:30,1789.6,1789.7,1789.5,1789.7,129
2025-11-11 09:38:00+05:30,1789.7,1790.3,1789.2,1789.2,654
2025-11-11 09:39:00+05:30,1790.5,1790.5,1790.4,1790.4,102
2025-11-11 09:40:00+05:30,1790.4,1790.4,1789.0,1789.0,35
2025-11-11 09:41:00+05:30,1789.0,1790.3,1789.0,1789.7,25
2025-11-11 09:42:00+05:30,1789.7,1789.7,1788.5,1788.5,84
2025-11-11 09:43:00+05:30,1788.5,1788.8,1787.9,1787.9,205
2025-11-11 09:44:00+05:30,1787.9,1789.0,1787.9,1789.0,31
2025-11-11 09:45:00+05:30,1789.0,1791.8,1789.0,1791.8,394
2025-11-11 09:46:00+05:30,1791.8,1792.0,1791.6,1792.0,184
2025-11-11 09:47:00+05:30,1792.1,1792.8,1792.0,1792.0,274
2025-11-11 09:48:00+05:30,1792.0,1792.0,1790.1,1790.1,315
2025-11-11 09:49:00+05:30,1790.1,1791.1,1790.1,1791.0,19
